,index,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,avg_rating,nationality,rating,review_text,raw_review_text,tags,meta,tokens,clean_tokens,lemmas
87,87,"Overall, it was rather expensive compared with the value (100 EUR/night).",16 May 2021,Bymolt,,"07/20/2021, 01:09:38",https://www.booking.com/reviews/be/hotel/love-nest-versailles-style.en-gb.html?label=gen173nr-1BCA0oFUIabG92ZS1uZXN0LXZlcnNhaWxsZXMtc3R5bGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkNmM2ZjMyNGYtNzJkYS00YzZkLTliYWYtOGYzZjllNWUzZmUw2AIF4AIB;sid=feb803026716f6d7de838a74aaffe6b3;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Love Nest Versailles - Unique Louis XIV decoration - Calm location right IN city center,https://www.booking.com/hotel/be/love-nest-versailles-style.en-gb.html?label=gen173nr-1FCA0oFUIabG92ZS1uZXN0LXZlcnNhaWxsZXMtc3R5bGVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNmM2ZjMyNGYtNzJkYS00YzZkLTliYWYtOGYzZjllNWUzZmUw2AIG4AIB;sid=6891a59907ed008c879669a398b5df5b,8.8,Uganda,6.0,"On the negative side: The bed was extremely soft and you roll together. The walls are thin, so I could hear other guests and their tv. However, we did book during May holidays so it was probably more expensive than usual.,

On the positive side: the location was very convenient, it is easy to access with a door code, and the owner was clear and communicative.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">On the negative side: The bed was extremely soft and you roll together. The walls are thin, so I could hear other guests and their tv. However, we did book during May holidays so it was probably more expensive than usual.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">On the positive side: the location was very convenient, it is easy to access with a door code, and the owner was clear and communicative.</span></p>",Leisure trip~Couple~Deluxe Double Room with Bath~Stayed 3 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}","['on', 'the', 'negative', 'side', ':', 'the', 'bed', 'was', 'extremely', 'soft', 'and', 'you', 'roll', 'together', '.', 'the', 'walls', 'are', 'thin', ',', 'so', 'i', 'could', 'hear', 'other', 'guests', 'and', 'their', 'tv', '.', 'however', ',', 'we', 'did', 'book', 'during', 'may', 'holidays', 'so', 'it', 'was', 'probably', 'more', 'expensive', 'than', 'usual.', ',', 'on', 'the', 'positive', 'side', ':', 'the', 'location', 'was', 'very', 'convenient', ',', 'it', 'is', 'easy', 'to', 'access', 'with', 'a', 'door', 'code', ',', 'and', 'the', 'owner', 'was', 'clear', 'and', 'communicative', '.']","['negative', 'side', 'bed', 'extremely', 'soft', 'roll', 'together', 'walls', 'thin', 'could', 'hear', 'guests', 'tv', 'however', 'book', 'may', 'holidays', 'probably', 'expensive', 'usual.', 'positive', 'side', 'location', 'convenient', 'easy', 'access', 'door', 'code', 'owner', 'clear', 'communicative']","['negative', 'side', 'bed', 'extremely', 'soft', 'roll', 'together', 'wall', 'thin', 'could', 'hear', 'guest', 'tv', 'however', 'book', 'may', 'holiday', 'probably', 'expensive', 'usual', 'positive', 'side', 'location', 'convenient', 'easy', 'access', 'door', 'code', 'owner', 'clear', 'communicative']"
94,94,"Superb location, 3 star hotel.",2 January 2020,Jolita,,"07/20/2021, 01:09:38",https://www.booking.com/reviews/be/hotel/stsauveur.en-gb.html?label=gen173nr-1BCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBeACAQ;sid=2771074647254ed734fd41f6457b1d2b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Saint Sauveur by WP Hotels,https://www.booking.com/hotel/be/stsauveur.en-gb.html?label=gen173nr-1FCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBuACAQ;sid=2771074647254ed734fd41f6457b1d2b,7.8,United Kingdom,6.0,"Hotel advertises they have parking, only when I got to the hotel I was told I had to book and I have to park in public car park 5 minutes away and pay 22 euros per day. It was quiet upsetting when I looked at the booking email and found it at the very bottom of long email I had to pre-book in advance, booked this hotel because it said has parking :(. Also hotel says is 4 stars, sorry but that’s not true, fairly 3 stars. Room needs a refurbishment, clean corridors and lift.,

Croissants was actually very nice, location very good.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Hotel advertises they have parking, only when I got to the hotel I was told I had to book and I have to park in public car park 5 minutes away and pay 22 euros per day. It was quiet upsetting when I looked at the booking email and found it at the very bottom of long email I had to pre-book in advance, booked this hotel because it said has parking :(. Also hotel says is 4 stars, sorry but that’s not true, fairly 3 stars. Room needs a refurbishment, clean corridors and lift.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Croissants was actually very nice, location very good.</span></p>",Leisure trip~Couple~Design Room~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}","['hotel', 'advertises', 'they', 'have', 'parking', ',', 'only', 'when', 'i', 'got', 'to', 'the', 'hotel', 'i', 'was', 'told', 'i', 'had', 'to', 'book', 'and', 'i', 'have', 'to', 'park', 'in', 'public', 'car', 'park', '5', 'minutes', 'away', 'and', 'pay', '22', 'euros', 'per', 'day', '.', 'it', 'was', 'quiet', 'upsetting', 'when', 'i', 'looked', 'at', 'the', 'booking', 'email', 'and', 'found', 'it', 'at', 'the', 'very', 'bottom', 'of', 'long', 'email', 'i', 'had', 'to', 'pre-book', 'in', 'advance', ',', 'booked', 'this', 'hotel', 'because', 'it', 'said', 'has', 'parking', ':', '(', '.', 'also', 'hotel', 'says', 'is', '4', 'stars', ',', 'sorry', 'but', 'that', '’', 's', 'not', 'true', ',', 'fairly', '3', 'stars', '.', 'room', 'needs', 'a', 'refurbishment', ',', 'clean', 'corridors', 'and', 'lift.', ',', 'croissants', 'was', 'actually', 'very', 'nice', ',', 'location', 'very', 'good', '.']","['hotel', 'advertises', 'parking', 'got', 'hotel', 'told', 'book', 'park', 'public', 'car', 'park', '5', 'minutes', 'away', 'pay', '22', 'euros', 'per', 'day', 'quiet', 'upsetting', 'looked', 'booking', 'email', 'found', 'bottom', 'long', 'email', 'pre-book', 'advance', 'booked', 'hotel', 'said', 'parking', 'also', 'hotel', 'says', '4', 'stars', 'sorry', '’', 'true', 'fairly', '3', 'stars', 'room', 'needs', 'refurbishment', 'clean', 'corridors', 'lift.', 'croissants', 'actually', 'nice', 'location', 'good']","['hotel', 'advertise', 'parking', 'get', 'hotel', 'tell', 'book', 'park', 'public', 'car', 'park', '5', 'minute', 'away', 'pay', '22', 'euro', 'per', 'day', 'quiet', 'upsetting', 'look', 'book', 'email', 'find', 'bottom', 'long', 'email', 'pre', 'book', 'advance', 'book', 'hotel', 'say', 'parking', 'also', 'hotel', 'say', '4', 'star', 'sorry', 'true', 'fairly', '3', 'star', 'room', 'need', 'refurbishment', 'clean', 'corridor', 'lift', 'croissant', 'actually', 'nice', 'location', 'good']"
100,100,Pleasant,27 August 2020,Fabrizio,,"07/20/2021, 01:09:39",https://www.booking.com/reviews/be/hotel/le-studio-de-christine.en-gb.html?label=gen173nr-1BCA0oFUIWbGUtc3R1ZGlvLWRlLWNocmlzdGluZUgzWARobIgBAZgBCbgBB8gBDdgBAegBAYgCAagCA7gC7anXhwbAAgHSAiRiZTBlMDFkYS02NjkxLTQzZTgtYTIxNS0xZjgxZDc4ZDgzNWLYAgXgAgE;sid=738313e071a1e6f6d06187b1cb58bab8;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Le Studio de Christine,https://www.booking.com/hotel/be/le-studio-de-christine.en-gb.html?label=gen173nr-1FCA0oFUIWbGUtc3R1ZGlvLWRlLWNocmlzdGluZUgzWARobIgBAZgBCbgBB8gBDdgBAegBAfgBC4gCAagCA7gC7anXhwbAAgHSAiRiZTBlMDFkYS02NjkxLTQzZTgtYTIxNS0xZjgxZDc4ZDgzNWLYAgbgAgE;sid=738313e071a1e6f6d06187b1cb58bab8,8.2,Belgium,6.0,very noisy,"<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">very noisy</span></p>",Leisure trip~Family with young children~One-Bedroom Apartment~Stayed 3 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}","['very', 'noisy']",['noisy'],['noisy']
129,129,"Take ear plugs, good book and camping utensils!",29 September 2018,Bigblueballon,,"07/20/2021, 01:09:43",https://www.booking.com/reviews/be/hotel/chambres-d-hotes-heysel-laeken-atomium.en-gb.html?label=gen173nr-1BCA0oFUImY2hhbWJyZXMtZC1ob3Rlcy1oZXlzZWwtbGFla2VuLWF0b21pdW1IM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkYTRkMjllNWYtNTRmZi00Nzc1LTgzODAtOWQ0NGVjMjkwMDMw2AIF4AIB;sid=496f0db7f346360116e9f9407c831027;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Guest house Heysel Laeken Atomium,https://www.booking.com/hotel/be/chambres-d-hotes-heysel-laeken-atomium.en-gb.html?label=gen173nr-1FCA0oFUImY2hhbWJyZXMtZC1ob3Rlcy1oZXlzZWwtbGFla2VuLWF0b21pdW1IM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkYTRkMjllNWYtNTRmZi00Nzc1LTgzODAtOWQ0NGVjMjkwMDMw2AIG4AIB;sid=496f0db7f346360116e9f9407c831027,7.7,United Kingdom,6.7,"Despite having a fridge and microwave there were no plates or cutlery to use with the microwave! If you stay in the room facing the road beware it can be incredibly noisy. The tram passes right under your window and as the Brico is just round the corner, the delivery entrance is about 6 doors away and so you can imagine the noise you get from delivery lorries at 04.00. Plus of course rubbish collection at 02.00 and all the other deliveries for the shops and restaurants and the rattle and ding ding of the tram until about midnight!! Also, maybe a glitch, but the WiFi didn’t work at all well for my stay.,

The host was lovely. The accommodation is a large room with a high ceiling. Fridge and microwave in the room, with a table to eat at. Comfy bed, lots of windows and a nice sofa with cushions to lounge on. Nicely decorated and very clean.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Despite having a fridge and microwave there were no plates or cutlery to use with the microwave! If you stay in the room facing the road beware it can be incredibly noisy. The tram passes right under your window and as the Brico is just round the corner, the delivery entrance is about 6 doors away and so you can imagine the noise you get from delivery lorries at 04.00. Plus of course rubbish collection at 02.00 and all the other deliveries for the shops and restaurants and the rattle and ding ding of the tram until about midnight!! Also, maybe a glitch, but the WiFi didn’t work at all well for my stay.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The host was lovely. The accommodation is a large room with a high ceiling. Fridge and microwave in the room, with a table to eat at. Comfy bed, lots of windows and a nice sofa with cushions to lounge on. Nicely decorated and very clean.</span></p>",Business trip~Solo traveller~Standard Double Room with Shared Bathroom~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}","['despite', 'having', 'a', 'fridge', 'and', 'microwave', 'there', 'were', 'no', 'plates', 'or', 'cutlery', 'to', 'use', 'with', 'the', 'microwave', '!', 'if', 'you', 'stay', 'in', 'the', 'room', 'facing', 'the', 'road', 'beware', 'it', 'can', 'be', 'incredibly', 'noisy', '.', 'the', 'tram', 'passes', 'right', 'under', 'your', 'window', 'and', 'as', 'the', 'brico', 'is', 'just', 'round', 'the', 'corner', ',', 'the', 'delivery', 'entrance', 'is', 'about', '6', 'doors', 'away', 'and', 'so', 'you', 'can', 'imagine', 'the', 'noise', 'you', 'get', 'from', 'delivery', 'lorries', 'at', '04.00', '.', 'plus', 'of', 'course', 'rubbish', 'collection', 'at', '02.00', 'and', 'all', 'the', 'other', 'deliveries', 'for', 'the', 'shops', 'and', 'restaurants', 'and', 'the', 'rattle', 'and', 'ding', 'ding', 'of', 'the', 'tram', 'until', 'about', 'midnight', '!', '!', 'also', ',', 'maybe', 'a', 'glitch', ',', 'but', 'the', 'wifi', 'didn', '’', 't', 'work', 'at', 'all', 'well', 'for', 'my', 'stay.', ',', 'the', 'host', 'was', 'lovely', '.', 'the', 'accommodation', 'is', 'a', 'large', 'room', 'with', 'a', 'high', 'ceiling', '.', 'fridge', 'and', 'microwave', 'in', 'the', 'room', ',', 'with', 'a', 'table', 'to', 'eat', 'at', '.', 'comfy', 'bed', ',', 'lots', 'of', 'windows', 'and', 'a', 'nice', 'sofa', 'with', 'cushions', 'to', 'lounge', 'on', '.', 'nicely', 'decorated', 'and', 'very', 'clean', '.']","['despite', 'fridge', 'microwave', 'plates', 'cutlery', 'use', 'microwave', 'stay', 'room', 'facing', 'road', 'beware', 'incredibly', 'noisy', 'tram', 'passes', 'right', 'window', 'brico', 'round', 'corner', 'delivery', 'entrance', '6', 'doors', 'away', 'imagine', 'noise', 'get', 'delivery', 'lorries', '04.00', 'plus', 'course', 'rubbish', 'collection', '02.00', 'deliveries', 'shops', 'restaurants', 'rattle', 'ding', 'ding', 'tram', 'midnight', 'also', 'maybe', 'glitch', 'wifi', '’', 'work', 'well', 'stay.', 'host', 'lovely', 'accommodation', 'large', 'room', 'high', 'ceiling', 'fridge', 'microwave', 'room', 'table', 'eat', 'comfy', 'bed', 'lots', 'windows', 'nice', 'sofa', 'cushions', 'lounge', 'nicely', 'decorated', 'clean']","['despite', 'fridge', 'microwave', 'plate', 'cutlery', 'use', 'microwave', 'stay', 'room', 'face', 'road', 'beware', 'incredibly', 'noisy', 'tram', 'pass', 'right', 'window', 'brico', 'round', 'corner', 'delivery', 'entrance', '6', 'door', 'away', 'imagine', 'noise', 'get', 'delivery', 'lorry', '04.00', 'plus', 'course', 'rubbish', 'collection', '02.00', 'delivery', 'shop', 'restaurant', 'rattle', 'de', 'ding', 'tram', 'midnight', 'also', 'maybe', 'glitch', 'wifi', 'work', 'well', 'stay', 'host', 'lovely', 'accommodation', 'large', 'room', 'high', 'ceiling', 'fridge', 'microwave', 'room', 'table', 'eat', 'comfy', 'bed', 'lot', 'window', 'nice', 'sofa', 'cushion', 'lounge', 'nicely', 'decorate', 'clean']"
130,130,"the sad impression to be at work, in a place like everywhere else",19 April 2019,Oedipe,,"07/20/2021, 01:09:43",https://www.booking.com/reviews/be/hotel/stsauveur.en-gb.html?label=gen173nr-1BCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEBiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBeACAQ;sid=2771074647254ed734fd41f6457b1d2b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Saint Sauveur by WP Hotels,https://www.booking.com/hotel/be/stsauveur.en-gb.html?label=gen173nr-1FCA0oFUIJc3RzYXV2ZXVySDNYBGhsiAEBmAEJuAEHyAEN2AEB6AEB-AELiAIBqAIDuALtqdeHBsACAdICJDc0MDA5YzU2LTcxZWEtNDQxMS04YzAwLTcxZTYxZWI3YTkyM9gCBuACAQ;sid=2771074647254ed734fd41f6457b1d2b,7.8,France,5.0,"the international standard of everything, the lobby like a passage to nowhere, the bedroom so grey, the invisibility of the sea so close, and the too high price.,

the little swimming pool","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">the international standard of everything, the lobby like a passage to nowhere, the bedroom so grey, the invisibility of the sea so close, and the too high price.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">the little swimming pool</span></p>",Leisure trip~Couple~Junior Suite~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}","['the', 'international', 'standard', 'of', 'everything', ',', 'the', 'lobby', 'like', 'a', 'passage', 'to', 'nowhere', ',', 'the', 'bedroom', 'so', 'grey', ',', 'the', 'invisibility', 'of', 'the', 'sea', 'so', 'close', ',', 'and', 'the', 'too', 'high', 'price.', ',', 'the', 'little', 'swimming', 'pool']","['international', 'standard', 'everything', 'lobby', 'like', 'passage', 'nowhere', 'bedroom', 'grey', 'invisibility', 'sea', 'close', 'high', 'price.', 'little', 'swimming', 'pool']","['international', 'standard', 'everything', 'lobby', 'like', 'passage', 'nowhere', 'bedroom', 'grey', 'invisibility', 'sea', 'close', 'high', 'price', 'little', 'swimming', 'pool']"
141,141,"If you just sleep over, without Wi-Fi, without making tea or coffee, it is tolerable for this money.",4 June 2021,Viktor,,"07/20/2021, 01:09:44",https://www.booking.com/reviews/be/hotel/chambres-d-hotes-heysel-laeken-atomium.en-gb.html?label=gen173nr-1BCA0oFUImY2hhbWJyZXMtZC1ob3Rlcy1oZXlzZWwtbGFla2VuLWF0b21pdW1IM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQGIAgGoAgO4Au2p14cGwAIB0gIkYTRkMjllNWYtNTRmZi00Nzc1LTgzODAtOWQ0NGVjMjkwMDMw2AIF4AIB;sid=496f0db7f346360116e9f9407c831027;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Guest house Heysel Laeken Atomium,https://www.booking.com/hotel/be/chambres-d-hotes-heysel-laeken-atomium.en-gb.html?label=gen173nr-1FCA0oFUImY2hhbWJyZXMtZC1ob3Rlcy1oZXlzZWwtbGFla2VuLWF0b21pdW1IM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkYTRkMjllNWYtNTRmZi00Nzc1LTgzODAtOWQ0NGVjMjkwMDMw2AIG4AIB;sid=496f0db7f346360116e9f9407c831027,7.7,Germany,5.0,"Room on the top floor, there was no Wi-Fi, the mattress is very soft, the body collapses like a hammock. Noise outside the window and mosquitoes at night. Couldn't sleep.  The room has no refrigerator or at least a kettle.,

The only thing is the reception of a friendly young girl who helped with the search for some information.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Room on the top floor, there was no Wi-Fi, the mattress is very soft, the body collapses like a hammock. Noise outside the window and mosquitoes at night. Couldn't sleep.  The room has no refrigerator or at least a kettle.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The only thing is the reception of a friendly young girl who helped with the search for some information.</span></p>",Business trip~Solo traveller~Standard Double Room with Shared Bathroom~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}","['room', 'on', 'the', 'top', 'floor', ',', 'there', 'was', 'no', 'wi-fi', ',', 'the', 'mattress', 'is', 'very', 'soft', ',', 'the', 'body', 'collapses', 'like', 'a', 'hammock', '.', 'noise', 'outside', 'the', 'window', 'and', 'mosquitoes', 'at', 'night', '.', 'could', ""n't"", 'sleep', '.', 'the', 'room', 'has', 'no', 'refrigerator', 'or', 'at', 'least', 'a', 'kettle.', ',', 'the', 'only', 'thing', 'is', 'the', 'reception', 'of', 'a', 'friendly', 'young', 'girl', 'who', 'helped', 'with', 'the', 'search', 'for', 'some', 'information', '.']","['room', 'top', 'floor', 'wi-fi', 'mattress', 'soft', 'body', 'collapses', 'like', 'hammock', 'noise', 'outside', 'window', 'mosquitoes', 'night', 'could', ""n't"", 'sleep', 'room', 'refrigerator', 'least', 'kettle.', 'thing', 'reception', 'friendly', 'young', 'girl', 'helped', 'search', 'information']","['room', 'top', 'floor', 'wi', 'fi', 'mattress', 'soft', 'body', 'collapse', 'like', 'hammock', 'noise', 'outside', 'window', 'mosquito', 'night', 'could', 'not', 'sleep', 'room', 'refrigerator', 'least', 'kettle', 'thing', 'reception', 'friendly', 'young', 'girl', 'help', 'search', 'information']"
